transaction_id,sender_account_id,receiver_account_id,receiver_account_number,receiver_name,amount,transaction_time,transaction_hour,transaction_dayofweek,is_off_hours,is_high_value,is_repeated_amount,anomaly_score,risk_level,is_fraud,status,rule_triggered
TXN002223,ACC0038,ACC0087,7839626408,Elijah Shankar,76960.64,2025-09-05T20:25:28,20,4,0,0,0,24.64,Low,0,Normal,None
TXN002224,ACC0091,ACC0026,7006365648,Jacob Trivedi,89050.54,2025-10-28T12:46:05,12,1,0,0,0,20.47,Low,0,Normal,None
TXN002225,ACC0109,ACC0045,5607762160,Ishita Puri,73671.17,2025-06-29T15:14:34,15,6,0,0,0,18.57,Low,0,Normal,None
TXN002226,ACC0106,ACC0054,8995059760,Ekiya Madan,62664.51,2025-03-19T13:58:01,13,2,0,0,0,18.5,Low,0,Normal,None
TXN002227,ACC0010,ACC0114,2065972034,Aarna Gera,83448.52,2026-02-22T14:28:03,14,6,0,0,0,23.74,Low,0,Normal,None
TXN002228,ACC0078,ACC0124,1610900200,Oscar Borah,16683.99,2025-05-04T09:15:26,9,6,0,0,0,12.85,Low,0,Normal,None
TXN002229,ACC0088,ACC0075,6231117883,Abhiram Aurora,69832.98,2025-05-27T21:51:12,21,1,0,0,0,14.1,Low,0,Normal,None
TXN002230,ACC0047,ACC0013,9503167458,Triya Issac,48380.6,2025-10-03T20:43:08,20,4,0,0,0,10.78,Low,0,Normal,None
TXN002231,ACC0119,ACC0102,3964229896,Warinder Mital,29120.88,2025-12-05T15:48:31,15,4,0,0,0,9.83,Low,0,Normal,None
TXN002232,ACC0044,ACC0097,3971203213,Arjun Korpal,166747.03,2025-11-23T11:53:06,11,6,0,1,0,33.21,Medium,1,Flagged,RULE003
TXN002233,ACC0066,ACC0079,1851819913,Riya Sahota,7176.31,2025-08-27T12:20:28,12,2,0,0,0,7.11,Low,0,Normal,None
TXN002234,ACC0024,ACC0044,4464161270,Azaan Sha,46237.68,2025-08-11T01:47:35,1,0,1,0,0,41.42,Medium,1,Flagged,RULE002
TXN002235,ACC0017,ACC0063,6805759868,Hredhaan Dugar,78924.3,2025-01-15T17:30:02,17,2,0,0,0,15.58,Low,0,Normal,None
TXN002236,ACC0003,ACC0044,4464161270,Lohit Warrior,2480.45,2025-12-10T21:45:55,21,2,0,0,1,27.37,Medium,1,Flagged,RULE001
TXN002237,ACC0015,ACC0022,4011966884,Saumya Munshi,625247.5,2025-02-19T16:20:28,16,2,0,1,0,43.29,Medium,1,Flagged,RULE003
TXN002238,ACC0022,ACC0106,9650701349,Dominic Sandhu,64897.83,2026-02-27T21:02:07,21,4,0,0,0,13.68,Low,0,Normal,None
TXN002239,ACC0005,ACC0023,8982597239,Ati Ghose,54817.24,2026-03-09T10:39:43,10,0,0,0,0,13.58,Low,0,Normal,None
TXN002240,ACC0109,ACC0029,2140169349,Chatura Oza,33720.22,2026-03-05T09:57:41,9,3,0,0,0,9.23,Low,0,Normal,None
TXN002241,ACC0093,ACC0067,9018065507,Kritika Rout,24916.22,2025-06-13T09:34:52,9,4,0,0,0,10.33,Low,0,Normal,None
TXN002242,ACC0059,ACC0078,9410288290,Shivansh Loyal,79596.94,2025-02-15T17:24:45,17,5,0,0,0,20.91,Low,0,Normal,None
TXN002243,ACC0070,ACC0108,3108307952,Yashasvi Badal,65435.22,2025-10-31T10:06:21,10,4,0,0,0,17.34,Low,0,Normal,None
TXN002244,ACC0014,ACC0130,2194673401,Tripti Panchal,72323.09,2025-01-16T21:58:41,21,3,0,0,0,15.65,Low,0,Normal,None
TXN002245,ACC0125,ACC0099,6715705115,Ayushman Arora,84214.25,2026-02-05T11:53:14,11,3,0,0,0,22.56,Low,0,Normal,None
TXN002246,ACC0054,ACC0085,8088660633,Meghana Sarkar,4991.55,2025-09-23T14:50:34,14,1,0,0,1,38.76,Medium,1,Flagged,RULE001
TXN002247,ACC0039,ACC0002,1311570307,Chaman Sarma,48077.51,2026-03-12T21:28:14,21,3,0,0,0,17.93,Low,0,Normal,None
TXN002248,ACC0065,ACC0126,7614170462,Hemang Menon,858555.05,2025-06-08T17:23:29,17,6,0,1,0,45.7,Medium,1,Flagged,RULE003
TXN002249,ACC0036,ACC0121,8331319481,Zaitra Kumar,21240.15,2025-05-14T21:55:51,21,2,0,0,0,5.35,Low,0,Normal,None
TXN002250,ACC0002,ACC0010,2472659626,Dev Golla,1395845.15,2026-01-01T14:33:55,14,3,0,1,0,45.6,Medium,1,Flagged,RULE003
TXN002251,ACC0089,ACC0075,6231117883,Rajata Naidu,84115.19,2026-02-18T14:51:37,14,2,0,0,0,21.71,Low,0,Normal,None
TXN002252,ACC0003,ACC0037,1546696950,Advik Nath,12673.05,2025-03-14T22:43:23,22,4,0,0,1,30.13,Medium,1,Flagged,RULE001
TXN002253,ACC0102,ACC0036,7473041886,Kabir Iyer,19265.27,2026-05-31T01:33:53,1,6,1,0,0,37.43,Medium,1,Flagged,RULE002
TXN002254,ACC0073,ACC0087,7839626408,Tanvi Nagar,12036.53,2025-11-07T12:32:19,12,4,0,0,0,10.13,Low,0,Normal,None
TXN002255,ACC0113,ACC0099,6715705115,Yashasvi Bahri,45218.64,2026-04-17T02:25:17,2,4,1,0,0,22.12,Low,1,Flagged,RULE002
TXN002256,ACC0113,ACC0129,4248149900,Ladli Batra,1223019.97,2025-01-18T09:10:35,9,5,0,1,0,44.24,Medium,1,Flagged,RULE003
TXN002257,ACC0108,ACC0101,6122110529,Manbir Khanna,1464749.38,2025-12-08T09:41:54,9,0,0,1,0,47.56,Medium,1,Flagged,RULE003
TXN002258,ACC0047,ACC0077,4518871744,Anthony Dua,8603.1,2025-11-27T15:42:10,15,3,0,0,1,42.8,Medium,1,Flagged,RULE001
TXN002259,ACC0120,ACC0087,7839626408,Pranav Rajan,56818.08,2025-06-07T20:58:14,20,5,0,0,0,14.55,Low,0,Normal,None
TXN002260,ACC0102,ACC0114,2065972034,Brijesh Narayanan,42051.66,2025-04-22T01:07:25,1,1,1,0,0,32.86,Medium,1,Flagged,RULE002
TXN002261,ACC0065,ACC0098,6879898071,Dayamai Ghose,54542.77,2025-09-26T18:45:07,18,4,0,0,0,11.17,Low,0,Normal,None
TXN002262,ACC0059,ACC0066,1116402431,Alexander Bansal,23493.12,2025-05-15T14:35:25,14,3,0,0,0,4.88,Low,0,Normal,None
TXN002263,ACC0044,ACC0079,1851819913,Wakeeta De,82943.48,2026-02-13T22:56:24,22,4,0,0,0,19.96,Low,0,Normal,None
TXN002264,ACC0107,ACC0048,3953315788,Viraj Kara,83801.64,2026-03-24T12:12:06,12,1,0,0,0,19.07,Low,0,Normal,None
TXN002265,ACC0010,ACC0042,7954672204,Eesha Khatri,63141.66,2025-04-03T16:30:43,16,3,0,0,0,19.05,Low,0,Normal,None
TXN002266,ACC0126,ACC0031,3196545325,Gaurang Saran,14675.91,2025-09-24T13:14:57,13,2,0,0,0,3.23,Low,0,Normal,None
TXN002267,ACC0038,ACC0114,2065972034,Rehaan Dave,22222.86,2025-06-11T15:35:45,15,2,0,0,0,4.82,Low,0,Normal,None
TXN002268,ACC0124,ACC0046,3472487690,Anirudh Roy,29971.01,2025-11-06T16:02:47,16,3,0,0,1,33.15,Medium,1,Flagged,RULE001
TXN002269,ACC0090,ACC0009,6464693977,Champak Walia,63013.58,2025-02-20T11:58:15,11,3,0,0,0,15.18,Low,0,Normal,None
TXN002270,ACC0020,ACC0098,6879898071,Mohammed Ramanathan,341837.59,2025-04-05T08:33:10,8,5,0,1,0,45.02,Medium,1,Flagged,RULE003
TXN002271,ACC0124,ACC0060,7076811348,Dipta Mukhopadhyay,7636.78,2025-05-24T16:49:08,16,5,0,0,0,5.91,Low,0,Normal,None
TXN002272,ACC0047,ACC0016,6618926823,Balendra Mann,67100.51,2025-04-25T11:41:30,11,4,0,0,0,14.45,Low,0,Normal,None
TXN002273,ACC0070,ACC0009,6464693977,Vasudha Gupta,69655.27,2025-10-17T11:37:28,11,4,0,0,0,20.37,Low,0,Normal,None
TXN002274,ACC0013,ACC0016,6618926823,Libni Ratta,32236.61,2026-03-08T22:21:15,22,6,0,0,0,14.35,Low,0,Normal,None
TXN002275,ACC0092,ACC0089,6922713963,Mohammed Seshadri,72208.7,2026-03-17T12:23:21,12,1,0,0,0,15.91,Low,0,Normal,None
TXN002276,ACC0045,ACC0108,3108307952,Thomas Mohan,20306.22,2025-10-26T02:29:58,2,6,1,0,0,37.07,Medium,1,Flagged,RULE002
TXN002277,ACC0121,ACC0012,2188332531,Bhavani Baral,3360.52,2025-09-25T13:27:15,13,3,0,0,1,33.13,Medium,1,Flagged,RULE001
TXN002278,ACC0036,ACC0038,7739255769,Nicholas Ramakrishnan,1013771.55,2025-07-08T11:51:25,11,1,0,1,0,47.55,Medium,1,Flagged,RULE003
TXN002279,ACC0117,ACC0104,7858164010,Baljiwan Chatterjee,3087.08,2025-08-17T16:22:21,16,6,0,0,1,42.98,Medium,1,Flagged,RULE001
TXN002280,ACC0093,ACC0059,3980491761,Tara Bandi,1418020.33,2025-10-18T22:10:10,22,5,0,1,0,33.49,Medium,1,Flagged,RULE003
TXN002281,ACC0116,ACC0015,3373077218,Lakshit Ahluwalia,84864.25,2025-07-17T12:08:58,12,3,0,0,0,24.33,Low,0,Normal,None
TXN002282,ACC0004,ACC0109,7311011808,Daksh Vala,20129.93,2025-11-02T12:29:01,12,6,0,0,0,13.09,Low,0,Normal,None
TXN002283,ACC0122,ACC0114,2065972034,Chatresh Arora,78363.7,2026-03-16T12:39:10,12,0,0,0,0,18.11,Low,0,Normal,None
TXN002284,ACC0053,ACC0039,5296710795,Mitali Bir,25771.5,2025-09-12T17:40:15,17,4,0,0,0,10.42,Low,0,Normal,None
TXN002285,ACC0029,ACC0024,9239688178,Ira Narayan,44777.09,2025-11-12T16:09:37,16,2,0,0,0,15.05,Low,0,Normal,None
TXN002286,ACC0026,ACC0012,2188332531,Adweta Peri,17306.67,2025-10-16T11:56:19,11,3,0,0,0,5.42,Low,0,Normal,None
TXN002287,ACC0123,ACC0045,5607762160,Teerth Banik,59029.67,2025-11-29T15:48:20,15,5,0,0,0,20.58,Low,0,Normal,None
TXN002288,ACC0100,ACC0060,7076811348,Avi Dayal,38422.35,2025-02-22T21:57:23,21,5,0,0,0,14.28,Low,0,Normal,None
TXN002289,ACC0109,ACC0110,5146780827,Wakeeta Jani,60792.47,2026-01-01T22:16:30,22,3,0,0,0,18.62,Low,0,Normal,None
TXN002290,ACC0034,ACC0084,8854238082,Rishi Sagar,52877.53,2025-12-06T17:55:12,17,5,0,0,0,10.63,Low,0,Normal,None
TXN002291,ACC0035,ACC0011,7393195616,Karan Saini,53462.94,2025-07-25T21:49:02,21,4,0,0,0,17.35,Low,0,Normal,None
TXN002292,ACC0057,ACC0038,7739255769,Adya Dube,86376.42,2025-05-19T14:03:58,14,0,0,0,0,21.83,Low,0,Normal,None
TXN002293,ACC0013,ACC0038,7739255769,Neelima Desai,1782.8,2025-01-07T08:04:29,8,1,0,0,0,8.41,Low,0,Normal,None
TXN002294,ACC0126,ACC0065,3085816511,Jyoti Bhatia,45631.17,2026-03-10T10:11:10,10,1,0,0,0,13.16,Low,0,Normal,None
TXN002295,ACC0041,ACC0053,7462972995,Umang Bose,400.7,2025-04-11T15:46:53,15,4,0,0,0,6.14,Low,0,Normal,None
TXN002296,ACC0101,ACC0060,7076811348,Varsha Bir,16795.85,2025-10-15T17:49:49,17,2,0,0,0,5.71,Low,0,Normal,None
TXN002297,ACC0062,ACC0005,4776436931,Balendra Arya,71580.8,2025-01-23T01:17:30,1,3,1,0,0,33.41,Medium,1,Flagged,RULE002
TXN002298,ACC0065,ACC0078,9410288290,Guneet Gole,23204.04,2026-04-09T22:27:44,22,3,0,0,0,8.01,Low,0,Normal,None
TXN002299,ACC0063,ACC0102,3964229896,Varenya Parmer,42254.91,2026-01-31T13:02:39,13,5,0,0,0,17.47,Low,0,Normal,None
TXN002300,ACC0042,ACC0030,8672650595,Waida Arora,36358.17,2026-05-20T18:35:12,18,2,0,0,0,14.13,Low,0,Normal,None
TXN002301,ACC0013,ACC0092,9074999565,Aayush Mittal,67302.8,2026-05-16T16:23:01,16,5,0,0,0,22.6,Low,0,Normal,None
TXN002302,ACC0047,ACC0007,3849232839,Netra Patla,57207.4,2025-03-18T02:24:20,2,1,1,0,0,34.82,Medium,1,Flagged,RULE002
TXN002303,ACC0072,ACC0045,5607762160,Hema Saxena,87191.88,2025-06-02T18:48:36,18,0,0,0,0,15.46,Low,0,Normal,None
TXN002304,ACC0031,ACC0019,4482238042,Anusha Kaur,85804.85,2026-03-28T14:20:27,14,5,0,0,0,17.44,Low,0,Normal,None
TXN002305,ACC0112,ACC0041,5659161352,Zayan Soman,44918.6,2026-04-22T20:34:41,20,2,0,0,0,17.84,Low,0,Normal,None
TXN002306,ACC0110,ACC0032,6111349421,Ansh Kaur,40367.51,2025-04-01T17:44:16,17,1,0,0,0,8.99,Low,0,Normal,None
TXN002307,ACC0115,ACC0060,7076811348,Reyansh Chawla,18926.06,2025-10-13T20:42:43,20,0,0,0,1,37.31,Medium,1,Flagged,RULE001
TXN002308,ACC0059,ACC0103,7374584386,Nitesh Sandal,19718.09,2026-05-19T13:26:08,13,1,0,0,0,4.94,Low,0,Normal,None
TXN002309,ACC0065,ACC0024,9239688178,Jagat Char,79310.87,2025-05-30T16:34:38,16,4,0,0,0,21.77,Low,0,Normal,None
TXN002310,ACC0081,ACC0117,4178659381,Vidhi Balay,48226.03,2026-01-21T11:43:21,11,2,0,0,0,13.81,Low,0,Normal,None
TXN002311,ACC0030,ACC0021,4482141802,Ishanvi Ramakrishnan,1371892.89,2026-04-25T19:21:46,19,5,0,1,0,52.55,High,1,Flagged,RULE003
TXN002312,ACC0045,ACC0075,6231117883,Sneha Palan,7357.8,2025-03-12T21:06:38,21,2,0,0,0,4.93,Low,0,Normal,None
TXN002313,ACC0037,ACC0113,1651662547,Abeer Varkey,629176.3,2025-11-15T21:14:19,21,5,0,1,0,32.67,Medium,1,Flagged,RULE003
TXN002314,ACC0130,ACC0106,9650701349,Thomas Banerjee,93571.12,2025-07-06T13:18:51,13,6,0,0,0,16.56,Low,0,Normal,None
TXN002315,ACC0069,ACC0012,2188332531,Udarsh Bawa,55960.52,2025-07-20T11:07:57,11,6,0,0,0,19.1,Low,0,Normal,None
TXN002316,ACC0069,ACC0038,7739255769,Kabir Grover,44105.59,2026-02-13T13:42:47,13,4,0,0,0,15.54,Low,0,Normal,None
TXN002317,ACC0110,ACC0051,5816198518,Rudra Shenoy,38174.48,2026-01-26T01:44:39,1,0,1,0,0,36.7,Medium,1,Flagged,RULE002
TXN002318,ACC0042,ACC0074,2024542722,Kiaan Dalal,51737.27,2025-12-28T13:34:58,13,6,0,0,0,17.24,Low,0,Normal,None
TXN002319,ACC0071,ACC0026,7006365648,Ladli Vohra,26773.38,2025-07-26T19:34:05,19,5,0,0,0,12.64,Low,0,Normal,None
TXN002320,ACC0101,ACC0117,4178659381,Tanvi Thakur,93752.89,2025-11-21T15:54:45,15,4,0,0,0,23.09,Low,0,Normal,None
TXN002321,ACC0071,ACC0118,1348697524,Tarak Wali,90308.1,2025-03-06T14:52:21,14,3,0,0,0,20.18,Low,0,Normal,None
TXN002322,ACC0032,ACC0047,7418301077,Chaitanya Bajaj,33345.92,2025-03-04T18:53:39,18,1,0,0,0,8.67,Low,0,Normal,None
TXN002323,ACC0112,ACC0098,6879898071,Neha Raval,40758.99,2026-01-24T12:02:41,12,5,0,0,0,9.68,Low,0,Normal,None
TXN002324,ACC0027,ACC0115,7539399243,Tanay Viswanathan,24912.34,2026-02-01T17:12:53,17,6,0,0,0,11.32,Low,0,Normal,None
TXN002325,ACC0072,ACC0018,4993808565,Zehaan Garg,20235.53,2026-03-30T17:00:49,17,0,0,0,0,8.38,Low,0,Normal,None
TXN002326,ACC0078,ACC0033,9597198563,Zayyan Choudhary,302.83,2025-08-08T13:16:06,13,4,0,0,0,0.23,Low,0,Normal,None
TXN002327,ACC0114,ACC0100,6611903015,Hiral Raju,1125.36,2025-07-18T02:59:19,2,4,1,0,0,33.24,Medium,1,Flagged,RULE002
TXN002328,ACC0069,ACC0010,2472659626,Ekbal Mahajan,77196.68,2026-05-10T18:59:53,18,6,0,0,0,24.3,Low,0,Normal,None
TXN002329,ACC0019,ACC0119,1322401182,Vanya Issac,18330.39,2026-04-30T12:16:40,12,3,0,0,0,8.81,Low,0,Normal,None
TXN002330,ACC0090,ACC0097,3971203213,Hemal Mall,27114.89,2025-07-15T19:15:30,19,1,0,0,0,13.84,Low,0,Normal,None
TXN002331,ACC0068,ACC0023,8982597239,Wishi Borde,32569.3,2025-08-08T17:08:09,17,4,0,0,0,10.66,Low,0,Normal,None
TXN002332,ACC0062,ACC0015,3373077218,Dalaja Sagar,79401.63,2025-01-20T13:49:41,13,0,0,0,1,42.12,Medium,1,Flagged,RULE001
TXN002333,ACC0019,ACC0120,7313226025,Ojasvi Sastry,30801.87,2025-05-31T02:54:25,2,5,1,0,0,24.14,Low,1,Flagged,RULE002
TXN002334,ACC0121,ACC0056,6322520473,Atharv Kalita,1484622.72,2026-01-31T10:47:15,10,5,0,1,0,39.98,Medium,1,Flagged,RULE003
TXN002335,ACC0036,ACC0109,7311011808,Imaran Samra,75764.89,2025-01-16T22:54:24,22,3,0,0,1,31.58,Medium,1,Flagged,RULE001
TXN002336,ACC0113,ACC0076,2584392711,Meghana Uppal,55945.22,2026-03-25T11:17:18,11,2,0,0,0,18.27,Low,0,Normal,None
TXN002337,ACC0122,ACC0100,6611903015,Vedhika Yadav,44271.15,2025-01-20T15:18:16,15,0,0,0,0,17.58,Low,0,Normal,None
TXN002338,ACC0004,ACC0026,7006365648,Gagan Kapur,77181.32,2025-03-25T17:28:09,17,1,0,0,0,20.93,Low,0,Normal,None
TXN002339,ACC0073,ACC0005,4776436931,Aachal Bhattacharyya,66954.43,2025-10-04T14:41:02,14,5,0,0,0,13.81,Low,0,Normal,None
TXN002340,ACC0031,ACC0034,6141226746,Pallavi Kapur,22725.67,2025-04-23T16:12:12,16,2,0,0,1,33.57,Medium,1,Flagged,RULE001
TXN002341,ACC0073,ACC0036,7473041886,Veer Bose,93709.97,2025-10-11T13:45:12,13,5,0,0,0,22.8,Low,0,Normal,None
TXN002342,ACC0063,ACC0091,8721631198,Netra Bail,6000.24,2025-10-08T12:25:27,12,2,0,0,0,10.02,Low,0,Normal,None
TXN002343,ACC0064,ACC0090,2395925222,Yamini Modi,85829.6,2025-06-23T13:47:46,13,0,0,0,0,21.89,Low,0,Normal,None
TXN002344,ACC0075,ACC0060,7076811348,Champak Narain,59239.98,2025-05-07T14:58:45,14,2,0,0,1,34.35,Medium,1,Flagged,RULE001
TXN002345,ACC0001,ACC0061,2785736751,Adweta Ravi,50158.64,2025-12-31T11:09:24,11,2,0,0,0,11.72,Low,0,Normal,None
TXN002346,ACC0089,ACC0004,2139027119,Anvi Nath,68371.64,2026-04-29T10:55:47,10,2,0,0,0,20.59,Low,0,Normal,None
TXN002347,ACC0035,ACC0124,1610900200,Vincent Mani,40075.51,2025-01-11T01:25:39,1,5,1,0,0,34.37,Medium,1,Flagged,RULE002
TXN002348,ACC0070,ACC0064,6242173772,Vyanjana Maharaj,58680.25,2025-09-07T15:45:35,15,6,0,0,0,14.98,Low,0,Normal,None
TXN002349,ACC0050,ACC0110,5146780827,Nilima Krish,20524.25,2025-06-14T12:18:40,12,5,0,0,0,10.06,Low,0,Normal,None
TXN002350,ACC0075,ACC0100,6611903015,Nitesh Chowdhury,64986.71,2025-11-29T22:10:28,22,5,0,0,0,16.23,Low,0,Normal,None
TXN002351,ACC0061,ACC0050,9805620900,Karan Swaminathan,72234.95,2025-01-06T15:32:30,15,0,0,0,0,14.49,Low,0,Normal,None
TXN002352,ACC0080,ACC0082,2591589823,Yutika Dalal,40269.94,2025-12-11T13:48:21,13,3,0,0,0,13.43,Low,0,Normal,None
TXN002353,ACC0035,ACC0123,5010075517,Anika Pau,1039256.78,2025-09-22T22:46:07,22,0,0,1,0,36.74,Medium,1,Flagged,RULE003
TXN002354,ACC0012,ACC0061,2785736751,Arin Srivastava,92098.98,2026-04-12T13:33:48,13,6,0,0,0,16.4,Low,0,Normal,None
TXN002355,ACC0116,ACC0097,3971203213,Adya Nath,91425.61,2026-03-03T10:54:54,10,1,0,0,0,16.55,Low,0,Normal,None
TXN002356,ACC0008,ACC0025,1977515194,Vinaya Mital,14680.98,2025-09-09T11:53:49,11,1,0,0,1,32.38,Medium,1,Flagged,RULE001
TXN002357,ACC0019,ACC0089,6922713963,Saksham Palan,85867.27,2025-09-20T21:24:38,21,5,0,0,1,44.5,Medium,1,Flagged,RULE001
TXN002358,ACC0113,ACC0035,4642197907,Bakhshi Dugar,118.09,2025-06-23T10:57:59,10,0,0,0,0,6.36,Low,0,Normal,None
TXN002359,ACC0108,ACC0047,7418301077,Onveer Oommen,24801.28,2025-12-12T19:32:49,19,4,0,0,0,13.04,Low,0,Normal,None
TXN002360,ACC0091,ACC0115,7539399243,Udant Pall,68335.77,2026-02-07T22:19:34,22,5,0,0,0,15.13,Low,0,Normal,None
TXN002361,ACC0088,ACC0082,2591589823,Banjeet Garde,465487.33,2026-05-06T01:52:41,1,2,1,1,0,73.59,High,1,Flagged,RULE002|RULE003
TXN002362,ACC0029,ACC0037,1546696950,Netra Dada,51893.52,2026-01-18T09:28:21,9,6,0,0,0,18.45,Low,0,Normal,None
TXN002363,ACC0095,ACC0010,2472659626,Aadhya Chaudhari,372625.16,2025-01-05T10:14:24,10,6,0,1,0,30.91,Medium,1,Flagged,RULE003
TXN002364,ACC0034,ACC0042,7954672204,Upasna Acharya,63111.4,2025-04-06T10:47:25,10,6,0,0,0,17.98,Low,0,Normal,None
TXN002365,ACC0009,ACC0129,4248149900,Sanaya Tella,707301.19,2026-01-03T08:44:55,8,5,0,1,0,49.27,Medium,1,Flagged,RULE003
TXN002366,ACC0107,ACC0015,3373077218,Bishakha Johal,37565.92,2026-01-15T13:20:20,13,3,0,0,0,13.37,Low,0,Normal,None
TXN002367,ACC0030,ACC0074,2024542722,Siddharth Sethi,8306.88,2025-11-19T16:01:24,16,2,0,0,0,2.72,Low,0,Normal,None
TXN002368,ACC0040,ACC0008,4821286999,Meera Halder,14989.62,2025-10-13T12:51:00,12,0,0,0,0,9.97,Low,0,Normal,None
TXN002369,ACC0103,ACC0008,4821286999,Ekantika Anand,9206.34,2025-03-15T09:09:28,9,5,0,0,0,6.06,Low,0,Normal,None
TXN002370,ACC0025,ACC0079,1851819913,Aradhana More,31882.74,2025-12-07T12:53:11,12,6,0,0,0,15.39,Low,0,Normal,None
TXN002371,ACC0017,ACC0052,7852415525,Sudiksha Chawla,24954.41,2025-02-09T11:17:10,11,6,0,0,1,35.7,Medium,1,Flagged,RULE001
TXN002372,ACC0115,ACC0023,8982597239,Rayaan Borra,43317.27,2026-05-23T13:08:23,13,5,0,0,0,12.71,Low,0,Normal,None
TXN002373,ACC0015,ACC0106,9650701349,Hiral Goswami,1282214.33,2026-01-03T08:35:09,8,5,0,1,0,35.75,Medium,1,Flagged,RULE003
TXN002374,ACC0109,ACC0117,4178659381,Darika Mitter,3822.47,2026-04-28T02:53:18,2,1,1,0,0,29.04,Medium,1,Flagged,RULE002
TXN002375,ACC0123,ACC0006,3271782991,Geetika Kalita,38612.78,2025-01-29T20:39:59,20,2,0,0,0,14.23,Low,0,Normal,None
TXN002376,ACC0085,ACC0118,1348697524,Tanish Saxena,896871.31,2025-04-07T01:43:10,1,0,1,1,0,72.6,High,1,Flagged,RULE002|RULE003
TXN002377,ACC0130,ACC0042,7954672204,Fariq Murty,32658.54,2025-12-04T11:17:40,11,3,0,0,0,12.9,Low,0,Normal,None
TXN002378,ACC0053,ACC0049,1939915527,Indali Bal,75711.16,2026-01-19T02:18:24,2,0,1,0,0,34.15,Medium,1,Flagged,RULE002
TXN002379,ACC0094,ACC0026,7006365648,Megha Lalla,45406.76,2025-12-26T11:20:38,11,4,0,0,0,10.33,Low,0,Normal,None
TXN002380,ACC0086,ACC0014,1041531046,Urmi Mand,8347.17,2026-01-19T12:13:31,12,0,0,0,0,7.38,Low,0,Normal,None
TXN002381,ACC0028,ACC0035,4642197907,Nitesh Sampath,15187.35,2026-03-17T02:38:39,2,1,1,0,0,25.79,Medium,1,Flagged,RULE002
TXN002382,ACC0080,ACC0118,1348697524,Hemani Venkatesh,52595.5,2025-04-12T01:58:14,1,5,1,0,0,34.95,Medium,1,Flagged,RULE002
TXN002383,ACC0121,ACC0033,9597198563,Christopher Agate,3834.14,2025-09-18T22:15:41,22,3,0,0,1,37.81,Medium,1,Flagged,RULE001
TXN002384,ACC0032,ACC0055,8033702319,Jagdish Natarajan,77271.64,2026-04-11T01:11:44,1,5,1,0,0,30.12,Medium,1,Flagged,RULE002
TXN002385,ACC0056,ACC0117,4178659381,Girindra Hayer,52283.16,2026-01-20T17:30:35,17,1,0,0,0,19.52,Low,0,Normal,None
TXN002386,ACC0003,ACC0045,5607762160,Zaid Mittal,6308.92,2026-01-17T11:47:43,11,5,0,0,0,10.65,Low,0,Normal,None
TXN002387,ACC0097,ACC0016,6618926823,Ekantika Dora,4488.09,2025-03-19T10:57:26,10,2,0,0,0,7.72,Low,0,Normal,None
TXN002388,ACC0044,ACC0002,1311570307,Manan Mody,86163.46,2025-08-03T09:07:37,9,6,0,0,0,19.67,Low,0,Normal,None
TXN002389,ACC0024,ACC0015,3373077218,Eta Garg,48338.8,2025-03-01T19:24:42,19,5,0,0,0,18.69,Low,0,Normal,None
TXN002390,ACC0097,ACC0098,6879898071,Bishakha Ramachandran,90937.98,2025-06-23T13:41:33,13,0,0,0,1,43.92,Medium,1,Flagged,RULE001
TXN002391,ACC0055,ACC0124,1610900200,Samuel Naidu,82920.66,2026-01-01T09:59:31,9,3,0,0,0,18.63,Low,0,Normal,None
TXN002392,ACC0053,ACC0037,1546696950,Xalak Srinivas,45458.39,2025-06-10T09:53:21,9,1,0,0,0,11.17,Low,0,Normal,None
TXN002393,ACC0081,ACC0093,5071897791,Pratyush Thaman,47162.07,2025-11-01T10:59:27,10,5,0,0,0,17.41,Low,0,Normal,None
TXN002394,ACC0094,ACC0062,7767538527,Abhimanyu Bhattacharyya,7850.38,2026-01-22T12:09:49,12,3,0,0,1,32.25,Medium,1,Flagged,RULE001
TXN002395,ACC0076,ACC0031,3196545325,Gunbir Johal,493466.85,2025-02-25T19:43:04,19,1,0,1,0,46.8,Medium,1,Flagged,RULE003
TXN002396,ACC0073,ACC0004,2139027119,Turvi Devi,34328.28,2026-02-10T11:38:17,11,1,0,0,0,14.66,Low,0,Normal,None
TXN002397,ACC0058,ACC0008,4821286999,Krishna Viswanathan,14818.59,2025-04-01T14:48:44,14,1,0,0,0,9.24,Low,0,Normal,None
TXN002398,ACC0034,ACC0040,6679017210,Teerth Luthra,5842.91,2025-11-05T14:11:39,14,2,0,0,0,11.09,Low,0,Normal,None
TXN002399,ACC0001,ACC0087,7839626408,Watika Patel,87107.13,2025-11-13T19:13:41,19,3,0,0,0,21.06,Low,0,Normal,None
TXN002400,ACC0100,ACC0122,9895649328,Radhika Aurora,71398.27,2025-08-25T15:13:43,15,0,0,0,0,22.41,Low,0,Normal,None
TXN002401,ACC0096,ACC0075,6231117883,Unni Dhar,26766.21,2025-07-14T15:19:26,15,0,0,0,0,11.88,Low,0,Normal,None
TXN002402,ACC0018,ACC0027,6493800024,Caleb Sehgal,65657.13,2025-06-18T01:33:45,1,2,1,0,0,26.14,Medium,1,Flagged,RULE002
TXN002403,ACC0083,ACC0100,6611903015,Tanveer Palan,2383.99,2025-08-17T12:58:28,12,6,0,0,1,39.19,Medium,1,Flagged,RULE001
